activityrecordid,obdfileid,hexcode1,hexcode2,hexcode3,misfire_supported,misfire_incomplete,fuelsystem_supported,fuelsystem_incomplete,comprehensivecomponent_supported,comprehensivecomponent_incomplete,catalyst_supported,catalyst_incomplete,heatedcatalyst_supported,heatedcatalyst_incomplete,evaporativesystem_supported,evaporativesystem_incomplete,secondaryairsystem_supported,secondaryairsystem_incomplete,acsystemrefrigerant_supported,acsystemrefrigerant_incomplete,oxygensensor_supported,oxygensensor_incomplete,oxygensensorheater_supported,oxygensensorheater_incomplete,egrsystem_supported,egrsystem_incomplete
25302,1227,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25303,1227,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25304,1227,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25309,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25310,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25311,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25312,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25313,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25314,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25315,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25316,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25317,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25318,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25319,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25320,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25321,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25322,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25323,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25324,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25325,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25326,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25327,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25328,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25329,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25330,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25331,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25332,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25333,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25334,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25335,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25336,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25337,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25338,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25339,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25340,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25341,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25342,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25343,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25344,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25345,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25346,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25347,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25348,1228,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25357,1230,5F,E9,2D,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
25406,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25407,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25408,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25409,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25410,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25411,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25412,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25413,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25414,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25415,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25416,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25417,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25418,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25419,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25420,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25421,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25422,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25423,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25424,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25425,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25426,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25427,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25428,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25429,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25430,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25431,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25432,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25433,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25434,1238,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25821,1307,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25822,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25823,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25824,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25825,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25826,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25827,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25828,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25829,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25830,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25831,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25832,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25833,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25834,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25835,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25836,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25837,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25838,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25839,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25840,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25841,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25842,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25843,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25844,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25845,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25846,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25847,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25848,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25849,1307,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25850,1307,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25851,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25852,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25853,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25854,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25855,1307,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25856,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25857,1307,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25858,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25859,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25860,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25861,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25862,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25863,1307,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25864,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25865,1307,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25866,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25867,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25868,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25869,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25870,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25871,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25872,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25873,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25874,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25875,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25876,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25877,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25878,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25879,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25880,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25881,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25882,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25883,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25884,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25885,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25886,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25887,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25888,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25889,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25890,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25891,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25892,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25893,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25894,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25895,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25896,1307,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25897,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25898,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25899,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25900,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25901,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25902,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25903,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25904,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25905,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25906,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25907,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25908,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25909,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25910,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25911,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25912,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25913,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25914,1307,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25915,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25916,1307,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
25917,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25918,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25919,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
25920,1307,18,9F,F0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
26023,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26024,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26025,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26026,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26027,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26028,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26029,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26030,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26031,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26032,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26033,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26034,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26035,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26036,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26037,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26038,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26039,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26040,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26041,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26042,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26043,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26044,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26045,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26046,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26047,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26048,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26049,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26050,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26051,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26052,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26053,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26054,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26055,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26056,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26057,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26058,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26059,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26060,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26061,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26062,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26063,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26064,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26065,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26066,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26067,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26068,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26069,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26070,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26071,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26072,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26073,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26074,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26075,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26076,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26077,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26078,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26079,1329,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26148,1333,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26149,1333,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26150,1333,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26153,1333,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26154,1333,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
26155,1333,E5,F0,18,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
